,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,is_fraud,hour,month,dayofweek,year
19528,ECOMMERCE,5.0,MANUAL,7.84,540.29,MN,US,0,0,0,0,13,11,1,2020
19529,ECOMMERCE,1.0,MANUAL,11.88,50982.85,FL,US,0,0,0,0,2,11,1,2020
19530,ECOMMERCE,3.0,CARD_ON_FILE,23.87,8850.26,AR,US,0,0,0,0,19,11,1,2020
19531,ECOMMERCE,1.0,MANUAL,12.75,58662.96,FL,US,0,0,0,0,22,11,1,2020
19532,ECOMMERCE,1.0,MANUAL,8.49,13240.35,AR,US,0,0,0,0,16,11,1,2020
19533,OTHER,30.0,CHIP,13.99,153.52,CA,US,1,1,1,0,4,11,1,2020
19534,ECOMMERCE,13.0,MANUAL,21.6,27478.12,NJ,US,0,0,0,0,1,11,1,2020
19535,ECOMMERCE,2.0,CARD_ON_FILE,13.84,4232.34,AR,US,0,0,0,0,11,11,1,2020
19536,ECOMMERCE,19.0,CARD_ON_FILE,18.98,53746.87,AR,US,0,0,0,0,19,11,1,2020
19537,MOTO,2.0,MANUAL,114.27,302.24,NC,US,0,0,0,0,20,11,1,2020
19538,ECOMMERCE,8.0,MANUAL,6.22,29735.78,NJ,US,0,0,0,0,22,11,1,2020
19539,ECOMMERCE,3.0,MANUAL,29.97,110554.78,GA,US,0,0,1,0,19,11,1,2020
19540,ECOMMERCE,6.0,MANUAL,37.99,1407.8,IL,US,0,0,0,0,6,11,1,2020
19541,ECOMMERCE,2.0,MANUAL,63.74,6987.9,MA,US,0,0,0,0,21,11,1,2020
19542,MOTO,7.0,MANUAL,449.34,22258.56,GA,US,0,0,0,0,22,11,1,2020
19543,ECOMMERCE,4.0,MANUAL,30.18,11193.13,NC,US,0,0,0,0,18,11,1,2020
19544,ECOMMERCE,18.0,CARD_ON_FILE,14.51,4360.57,AR,US,0,0,0,0,3,11,1,2020
19545,ECOMMERCE,1.0,CARD_ON_FILE,25.97,33352.09,GA,US,0,0,0,0,11,11,1,2020
19546,ECOMMERCE,15.0,MANUAL,48.36,31493.34,NC,US,0,0,0,0,14,11,1,2020
19547,MOTO,12.0,MANUAL,287.73,2406.98,WA,US,0,0,0,0,10,11,1,2020
19548,ECOMMERCE,5.0,MANUAL,26.98,55800.61,IL,US,0,0,0,0,21,11,1,2020
19549,ECOMMERCE,4.0,MANUAL,14.97,60831.17,GA,US,0,0,1,0,23,11,1,2020
19550,ECOMMERCE,14.0,MANUAL,11.1,26676.21,NJ,US,0,0,0,0,2,11,1,2020
19551,ECOMMERCE,7.0,MANUAL,83.21,6112.08,WA,US,0,0,0,0,17,11,1,2020
19552,OTHER,18.0,CHIP,15.0,34.04,TX,US,1,1,1,0,0,11,1,2020
19553,ECOMMERCE,2.0,CARD_ON_FILE,19.93,5832.86,AR,US,0,0,0,0,0,11,1,2020
19554,ECOMMERCE,4.0,CARD_ON_FILE,46.35,679.29,NY,US,0,0,0,0,13,11,1,2020
19555,ECOMMERCE,9.0,MANUAL,7.94,1876.57,GA,US,0,0,1,0,16,11,1,2020
19556,OTHER,36.0,CHIP,348.0,650.94,FL,US,1,1,0,0,16,11,1,2020
19557,ECOMMERCE,10.0,MANUAL,103.96,73981.85,GA,US,0,0,1,0,12,11,1,2020
19558,ECOMMERCE,1.0,MANUAL,9.34,66248.06,FL,US,0,0,0,0,23,11,1,2020
19559,ECOMMERCE,1.0,MANUAL,5.28,15792.93,AR,US,0,0,0,0,4,11,1,2020
19560,ECOMMERCE,14.0,CARD_ON_FILE,54.33,881.58,CA,US,0,0,0,0,18,11,1,2020
19561,ECOMMERCE,1.0,MANUAL,9.98,10614.72,AR,US,0,0,0,0,15,11,1,2020
19562,ECOMMERCE,16.0,MANUAL,76.45,6144.26,NY,US,0,0,0,0,21,11,1,2020
19563,ECOMMERCE,15.0,MANUAL,57.68,32504.33,NC,US,0,0,0,0,21,11,1,2020
19564,ECOMMERCE,22.0,MANUAL,31.77,25952.99,NJ,US,0,0,0,0,3,11,1,2020
19565,ECOMMERCE,2.0,CARD_ON_FILE,17.93,8313.67,AR,US,0,0,0,0,8,11,1,2020
19566,ECOMMERCE,2.0,MANUAL,24.56,7683.38,AR,US,0,0,0,0,11,11,1,2020
19567,ECOMMERCE,1.0,MANUAL,5.28,15591.13,AR,US,0,0,0,0,3,11,1,2020
19568,OTHER,4.0,CHIP,16.99,1904.81,NH,US,1,1,1,0,16,11,1,2020
19569,ECOMMERCE,6.0,CARD_ON_FILE,31.91,5251.74,AR,US,0,0,0,0,20,11,1,2020
19570,ECOMMERCE,10.0,MANUAL,6.04,29582.69,NJ,US,0,0,0,0,23,11,1,2020
19571,ECOMMERCE,2.0,MANUAL,22.36,8120.52,AR,US,0,0,0,0,11,11,1,2020
19572,ECOMMERCE,3.0,MANUAL,12.78,10164.83,AR,US,0,0,0,0,13,11,1,2020
19573,ECOMMERCE,13.0,MANUAL,6.47,26368.92,NJ,US,0,0,0,0,2,11,1,2020
19574,ECOMMERCE,8.0,MANUAL,10.61,444.14,MN,US,0,0,0,0,13,11,1,2020
19575,ECOMMERCE,4.0,MANUAL,16.76,3935.37,CA,US,0,0,0,0,6,11,1,2020
19576,ECOMMERCE,1.0,CARD_ON_FILE,18.1,42177.18,GA,US,0,0,0,0,17,11,1,2020
19577,ECOMMERCE,3.0,MANUAL,17.58,2525.85,IL,US,0,0,0,0,6,11,1,2020
19578,ECOMMERCE,1.0,MANUAL,5.98,10297.95,AR,US,0,0,0,0,15,11,1,2020
19579,ECOMMERCE,19.0,MANUAL,77.16,23969.15,NJ,US,0,0,0,0,15,11,1,2020
19580,ECOMMERCE,18.0,CARD_ON_FILE,132.0,44499.61,AR,US,0,0,0,0,18,11,1,2020
19581,ECOMMERCE,3.0,MANUAL,16.58,4254.44,CA,US,0,0,0,0,6,11,1,2020
19582,ECOMMERCE,21.0,MANUAL,10.24,118.13,TX,US,0,0,0,0,21,11,1,2020
19583,ECOMMERCE,18.0,MANUAL,17.98,35140.47,MN,US,0,0,0,0,20,11,1,2020
19584,ECOMMERCE,2.0,MANUAL,48.89,15073.08,NC,US,0,0,0,0,15,11,1,2020
19585,ECOMMERCE,10.0,CARD_ON_FILE,7.94,53668.43,GA,US,0,0,0,0,17,11,1,2020
19586,ECOMMERCE,5.0,MANUAL,28.97,0.0,NJ,US,0,0,0,0,1,11,1,2020
19587,ECOMMERCE,1.0,MANUAL,13.99,3619.71,FL,US,0,0,0,0,19,11,1,2020
19588,ECOMMERCE,4.0,MANUAL,151.86,88.69,WA,US,0,0,0,0,15,11,1,2020
19589,ECOMMERCE,19.0,MANUAL,25.3,29844.12,NJ,US,0,0,0,0,22,11,1,2020
19590,ECOMMERCE,2.0,CARD_ON_FILE,17.11,5904.22,AR,US,0,0,0,0,12,11,1,2020
19591,ECOMMERCE,8.0,MANUAL,30.96,41931.89,IL,US,0,0,0,0,14,11,1,2020
19592,OTHER,27.0,CHIP,20.83,76.52,MA,US,1,1,1,0,15,11,1,2020
19593,OTHER,5.0,CHIP,48.73,1089.9,MA,US,1,1,1,0,17,11,1,2020
19594,ECOMMERCE,9.0,MANUAL,18.17,176.8,AZ,US,0,0,0,0,11,11,1,2020
19595,ECOMMERCE,2.0,CARD_ON_FILE,11.48,1254.07,AR,US,0,0,0,0,13,11,1,2020
19596,ECOMMERCE,12.0,MANUAL,23.1,3336.73,WA,US,0,0,0,0,14,11,1,2020
19597,ECOMMERCE,8.0,MANUAL,6.23,29748.23,NJ,US,0,0,0,0,22,11,1,2020
19598,ECOMMERCE,1.0,MANUAL,17.12,45027.43,FL,US,0,0,0,0,7,11,1,2020
19599,ECOMMERCE,7.0,CARD_ON_FILE,15.31,899.25,FL,US,0,0,0,0,18,11,1,2020
19600,ECOMMERCE,2.0,MANUAL,48.1,2067.61,NV,US,0,0,0,0,14,11,1,2020
19601,ECOMMERCE,2.0,CARD_ON_FILE,38.44,7981.58,AR,US,0,0,0,0,22,11,1,2020
19602,ECOMMERCE,1.0,CARD_ON_FILE,36.6,36.64,AR,US,0,0,0,0,9,11,1,2020
19603,ECOMMERCE,1.0,MANUAL,6.27,15752.74,AR,US,0,0,0,0,13,11,1,2020
19604,OTHER,15.0,CHIP,197.64,1059.79,TX,US,1,1,1,0,21,11,1,2020
19605,ECOMMERCE,2.0,MANUAL,49.09,2178.75,CA,US,0,0,0,0,12,11,1,2020
19606,ECOMMERCE,5.0,CARD_ON_FILE,149.0,53667.66,GA,US,0,0,0,0,6,11,1,2020
19607,ECOMMERCE,2.0,CARD_ON_FILE,49.8,55048.91,GA,US,0,0,0,0,3,11,1,2020
19608,ECOMMERCE,1.0,MANUAL,9.98,17141.7,AR,US,0,0,0,0,3,11,1,2020
19609,ECOMMERCE,3.0,CARD_ON_FILE,9.97,672.1,GA,US,0,0,0,0,14,11,1,2020
19610,ECOMMERCE,1.0,CARD_ON_FILE,20.28,9154.78,AR,US,0,0,0,0,17,11,1,2020
19611,ECOMMERCE,1.0,MANUAL,5.98,11542.8,AR,US,0,0,0,0,13,11,1,2020
19612,OTHER,7.0,CHIP,16.99,1819.86,NH,US,1,1,1,0,17,11,1,2020
19613,ECOMMERCE,3.0,CARD_ON_FILE,20.73,4191.26,FL,US,0,0,0,0,0,11,1,2020
19614,ECOMMERCE,3.0,MANUAL,12.34,49984.8,FL,US,0,0,0,0,16,11,1,2020
19615,ECOMMERCE,13.0,MANUAL,49.75,28427.42,NC,US,0,0,0,0,14,11,1,2020
19616,ECOMMERCE,1.0,MANUAL,5.33,13146.17,AR,US,0,0,0,0,10,11,1,2020
19617,ECOMMERCE,3.0,MANUAL,54.79,25479.74,IL,US,0,0,0,0,14,11,1,2020
19618,ECOMMERCE,3.0,MANUAL,12.99,687.88,CA,US,0,0,0,0,21,11,1,2020
19619,ECOMMERCE,2.0,MANUAL,109.0,214.65,PA,US,0,0,0,0,15,11,1,2020
19620,ECOMMERCE,3.0,MANUAL,16.87,18384.01,NJ,US,0,0,0,0,0,11,1,2020
19621,ECOMMERCE,1.0,MANUAL,5.28,12905.88,AR,US,0,0,0,0,7,11,1,2020
19622,ECOMMERCE,8.0,CARD_ON_FILE,16.64,4895.62,AR,US,0,0,0,0,9,11,1,2020
19623,ECOMMERCE,2.0,MANUAL,208.41,416.53,WA,US,0,0,0,0,22,11,1,2020
19624,ECOMMERCE,6.0,MANUAL,27.99,30272.84,WA,US,0,0,0,0,3,11,1,2020
19625,ECOMMERCE,6.0,MANUAL,19.99,1503.06,IL,US,0,0,0,0,7,11,1,2020
19626,ECOMMERCE,1.0,MANUAL,13.03,7678.34,AR,US,0,0,0,0,11,11,1,2020
19627,ECOMMERCE,14.0,MANUAL,49.75,55785.33,NC,US,0,0,0,0,16,11,1,2020
19628,ECOMMERCE,4.0,CARD_ON_FILE,53.0,6537.56,AR,US,0,0,0,0,13,11,1,2020
19629,ECOMMERCE,3.0,MANUAL,24.41,43354.18,FL,US,0,0,0,0,19,11,1,2020
19630,ECOMMERCE,1.0,CARD_ON_FILE,9.97,221.73,AR,US,0,0,0,0,18,11,1,2020
19631,ECOMMERCE,12.0,CARD_ON_FILE,7.94,45971.58,GA,US,0,0,0,0,17,11,1,2020
19632,ECOMMERCE,2.0,CARD_ON_FILE,39.73,1229.93,CA,US,0,0,0,0,15,11,1,2020
19633,ECOMMERCE,1.0,MANUAL,18.75,3596.12,FL,US,0,0,0,0,11,11,1,2020
19634,ECOMMERCE,3.0,MANUAL,11.36,48124.76,IL,US,0,0,0,0,23,11,1,2020
19635,ECOMMERCE,13.0,MANUAL,36.84,56012.28,IL,US,0,0,0,0,14,11,1,2020
19636,OTHER,21.0,CHIP,18.05,1939.85,MA,US,1,1,1,0,23,11,1,2020
19637,ECOMMERCE,1.0,CARD_ON_FILE,22.34,2671.8,AR,US,0,0,0,0,15,11,1,2020
19638,ECOMMERCE,7.0,CARD_ON_FILE,30.98,48525.65,AR,US,0,0,0,0,16,11,1,2020
19639,ECOMMERCE,2.0,MANUAL,11.67,1738.82,FL,US,0,0,0,0,17,11,1,2020
19640,ECOMMERCE,13.0,MANUAL,45.87,0.0,CA,US,0,0,0,0,20,11,1,2020
19641,ECOMMERCE,7.0,MANUAL,20.0,0.0,PA,US,0,0,0,0,20,11,1,2020
19642,ECOMMERCE,1.0,CARD_ON_FILE,32.65,2323.94,CA,US,0,0,0,0,7,11,1,2020
19643,ECOMMERCE,2.0,MANUAL,6.48,5565.2,AR,US,0,0,0,0,22,11,1,2020
19644,OTHER,29.0,CHIP,57.46,24.51,MA,US,1,1,0,0,14,11,1,2020
19645,ECOMMERCE,3.0,MANUAL,11.99,5046.76,OH,US,0,0,0,0,5,11,1,2020
19646,ECOMMERCE,1.0,MANUAL,15.24,3834.15,FL,US,0,0,0,0,16,11,1,2020
19647,ECOMMERCE,15.0,MANUAL,42.33,50452.95,NC,US,0,0,0,0,16,11,1,2020
19648,ECOMMERCE,2.0,MANUAL,22.92,5614.39,IL,US,0,0,0,0,3,11,1,2020
19649,OTHER,32.0,MANUAL,250.0,8634.2,FL,US,0,1,1,0,18,11,1,2020
19650,ECOMMERCE,8.0,MANUAL,22.66,30211.24,IL,US,0,0,0,0,3,11,1,2020
19651,OTHER,5.0,CHIP,7.42,642.79,GA,US,1,1,0,0,17,11,1,2020
19652,ECOMMERCE,1.0,MANUAL,6.27,14627.85,AR,US,0,0,0,0,11,11,1,2020
19653,ECOMMERCE,1.0,MANUAL,9.98,15447.7,AR,US,0,0,0,0,4,11,1,2020
19654,ECOMMERCE,1.0,MANUAL,31.49,60061.49,FL,US,0,0,0,0,3,11,1,2020
19655,ECOMMERCE,8.0,CARD_ON_FILE,15.37,1011.69,FL,US,0,0,0,0,17,11,1,2020
19656,ECOMMERCE,7.0,MANUAL,6.0,6.95,CA,US,0,0,0,0,0,11,1,2020
19657,ECOMMERCE,1.0,MANUAL,11.67,43568.79,FL,US,0,0,0,0,20,11,1,2020
19658,ECOMMERCE,7.0,MANUAL,27.94,70769.22,GA,US,0,0,1,0,11,11,1,2020
19659,OTHER,1.0,CHIP,3.34,32.8,KY,US,1,1,0,0,23,11,1,2020
19660,ECOMMERCE,2.0,CARD_ON_FILE,16.82,2297.48,AR,US,0,0,0,0,16,11,1,2020
19661,ECOMMERCE,2.0,MANUAL,126.97,5663.08,IL,US,0,0,0,0,4,11,1,2020
19662,ECOMMERCE,10.0,MANUAL,36.66,1781.61,IL,US,0,0,0,0,7,11,1,2020
19663,OTHER,24.0,CHIP,18.67,817.24,NV,US,1,1,0,0,2,11,1,2020
19664,ECOMMERCE,5.0,MANUAL,51.24,6155.54,FL,US,0,0,0,0,17,11,1,2020
19665,ECOMMERCE,2.0,MANUAL,7.4,0.0,WA,US,0,0,0,0,11,11,1,2020
19666,ECOMMERCE,17.0,MANUAL,102.59,27779.57,NC,US,0,0,0,0,15,11,1,2020
19667,ECOMMERCE,1.0,MANUAL,8.64,41383.55,IL,US,0,0,0,0,18,11,1,2020
19668,ECOMMERCE,9.0,MANUAL,26.07,28132.69,PA,US,0,0,0,0,2,11,1,2020
19669,ECOMMERCE,2.0,CARD_ON_FILE,38.44,8020.02,AR,US,0,0,0,0,22,11,1,2020
19670,ECOMMERCE,3.0,CARD_ON_FILE,25.31,1758.75,AR,US,0,0,0,0,20,11,1,2020
19671,ECOMMERCE,8.0,MANUAL,28.84,34546.07,IL,US,0,0,0,0,14,11,1,2020
19672,ECOMMERCE,8.0,MANUAL,109.0,29987.97,FL,US,0,0,0,0,5,11,1,2020
19673,ECOMMERCE,3.0,MANUAL,30.77,6203.26,UT,US,0,0,0,0,8,11,1,2020
19674,OTHER,2.0,CHIP,11.72,70.12,MO,US,1,1,1,0,22,11,1,2020
19675,ECOMMERCE,2.0,MANUAL,18.9,57894.2,FL,US,0,0,0,0,0,11,1,2020
19676,ECOMMERCE,1.0,MANUAL,13.47,58296.84,FL,US,0,0,0,0,21,11,1,2020
19677,ECOMMERCE,1.0,MANUAL,11.92,60129.72,FL,US,0,0,0,0,2,11,1,2020
19678,ECOMMERCE,27.0,MANUAL,438.76,832.38,MN,US,0,0,0,0,21,11,1,2020
19679,ECOMMERCE,16.0,MANUAL,10.59,30669.08,NJ,US,0,0,0,0,4,11,1,2020
19680,OTHER,31.0,CHIP,530.35,571.02,MD,US,1,1,0,0,21,11,1,2020
19681,ECOMMERCE,3.0,MANUAL,17.0,2647.19,FL,US,0,0,0,0,22,11,1,2020
19682,ECOMMERCE,2.0,MANUAL,15.16,5424.79,OH,US,0,0,0,0,6,11,1,2020
19683,OTHER,10.0,CHIP,17.11,30.73,GA,US,1,1,0,0,14,11,1,2020
19684,OTHER,1.0,CHIP,35.0,8.65,TX,US,1,1,1,0,14,11,1,2020
19685,OTHER,32.0,CHIP,143.2,14.3,FL,US,1,1,0,0,17,11,1,2020
19686,ECOMMERCE,2.0,MANUAL,72.94,561.17,CA,US,0,0,0,0,16,11,1,2020
19687,ECOMMERCE,9.0,MANUAL,34.14,5841.27,NY,US,0,0,0,0,19,11,1,2020
19688,ECOMMERCE,1.0,MANUAL,500.0,1100.0,CT,US,0,0,0,0,3,11,1,2020
19689,ECOMMERCE,1.0,CARD_ON_FILE,13.49,2374.56,AR,US,0,0,0,0,1,11,1,2020
19690,ECOMMERCE,2.0,MANUAL,12.78,14063.21,AR,US,0,0,0,0,7,11,1,2020
19691,ECOMMERCE,17.0,MANUAL,22.72,24231.74,NJ,US,0,0,0,0,23,11,1,2020
19692,OTHER,6.0,CHIP,16.99,1870.83,NH,US,1,1,1,0,17,11,1,2020
19693,ECOMMERCE,18.0,MANUAL,86.54,57655.91,NC,US,0,0,0,0,16,11,1,2020
19694,ECOMMERCE,13.0,MANUAL,49.91,27931.99,NC,US,0,0,0,0,14,11,1,2020
19695,OTHER,24.0,CHIP,100.0,604.93,IN,US,1,1,0,0,21,11,1,2020
19696,ECOMMERCE,2.0,MANUAL,17.08,12839.36,AR,US,0,0,0,0,6,11,1,2020
19697,OTHER,38.0,CHIP,538.85,438.25,FL,US,1,1,0,0,13,11,1,2020
19698,ECOMMERCE,4.0,MANUAL,12.78,15886.28,AR,US,0,0,0,0,1,11,1,2020
19699,ECOMMERCE,1.0,MANUAL,15.77,43160.98,FL,US,0,0,0,0,22,11,1,2020
19700,ECOMMERCE,2.0,MANUAL,63.74,7051.64,MA,US,0,0,0,0,21,11,1,2020
19701,ECOMMERCE,1.0,MANUAL,20.18,2185.14,WA,US,0,0,0,0,16,11,1,2020
19702,ECOMMERCE,1.0,MANUAL,8.73,41610.46,IL,US,0,0,0,0,19,11,1,2020
19703,ECOMMERCE,2.0,MANUAL,19.42,43756.32,FL,US,0,0,0,0,20,11,1,2020
19704,ECOMMERCE,1.0,MANUAL,11.82,44194.05,FL,US,0,0,0,0,20,11,1,2020
19705,ECOMMERCE,2.0,CARD_ON_FILE,29.17,89792.6,PA,US,0,0,0,0,22,11,1,2020
19706,ECOMMERCE,11.0,MANUAL,6.38,28927.91,NJ,US,0,0,0,0,0,11,1,2020
19707,ECOMMERCE,5.0,CARD_ON_FILE,10.27,33411.06,WA,US,0,0,0,0,5,11,1,2020
19708,ECOMMERCE,14.0,MANUAL,16.79,27088.81,NJ,US,0,0,0,0,2,11,1,2020
19709,ECOMMERCE,2.0,CARD_ON_FILE,9.91,9144.87,AR,US,0,0,0,0,23,11,1,2020
19710,ECOMMERCE,21.0,MANUAL,26.04,25341.64,NJ,US,0,0,0,0,4,11,1,2020
19711,ECOMMERCE,9.0,CARD_ON_FILE,2100.1,7101.11,DC,US,0,0,0,0,18,11,1,2020
19712,ECOMMERCE,2.0,MANUAL,6.48,5545.76,AR,US,0,0,0,0,22,11,1,2020
19713,ECOMMERCE,30.0,MANUAL,59.99,1379.77,CA,US,0,0,0,0,9,11,1,2020
19714,ECOMMERCE,1.0,CARD_ON_FILE,25.97,33261.85,GA,US,0,0,0,0,13,11,1,2020
19715,ECOMMERCE,18.0,MANUAL,134.03,48189.87,NC,US,0,0,0,0,5,11,1,2020
19716,,,,52.79,,,,,,,1,0,11,1,2020
19717,ECOMMERCE,11.0,MANUAL,84.69,43426.67,IL,US,0,0,0,0,16,11,1,2020
19718,ECOMMERCE,3.0,MANUAL,22.2,2439.31,IL,US,0,0,0,0,7,11,1,2020
19719,OTHER,23.0,CHIP,54.9,87.48,FL,US,1,1,1,0,15,11,1,2020
19720,ECOMMERCE,3.0,MANUAL,14.91,4844.09,OH,US,0,0,0,0,5,11,1,2020
19721,ECOMMERCE,1.0,MANUAL,13.28,4428.89,FL,US,0,0,0,0,11,11,1,2020
19722,ECOMMERCE,2.0,MANUAL,27.56,3130.91,IL,US,0,0,0,0,2,11,1,2020
19723,ECOMMERCE,3.0,MANUAL,20.31,6894.63,CA,US,0,0,0,0,6,11,1,2020
19724,ECOMMERCE,3.0,MANUAL,17.5,2747.15,UT,US,0,0,0,0,0,11,1,2020
19725,ECOMMERCE,2.0,MANUAL,22.66,5796.53,IL,US,0,0,0,0,4,11,1,2020
19726,ECOMMERCE,14.0,MANUAL,11.1,26521.89,NJ,US,0,0,0,0,2,11,1,2020
19727,ECOMMERCE,9.0,MANUAL,37.03,10.0,WA,US,0,0,0,0,12,11,1,2020
19728,ECOMMERCE,15.0,MANUAL,19.29,23733.89,NJ,US,0,0,0,0,15,11,1,2020
19729,ECOMMERCE,9.0,MANUAL,6.48,29004.76,NJ,US,0,0,0,0,0,11,1,2020
19730,OTHER,8.0,CHIP,14.79,15.94,GA,US,1,1,0,0,14,11,1,2020
19731,ECOMMERCE,1.0,MANUAL,11.73,58700.68,FL,US,0,0,0,0,23,11,1,2020
19732,ECOMMERCE,22.0,MANUAL,15.72,1230.56,AR,US,0,0,0,0,21,11,1,2020
19733,ECOMMERCE,7.0,CARD_ON_FILE,89.02,1441.1,AR,US,0,0,0,0,17,11,1,2020
19734,ECOMMERCE,15.0,MANUAL,17.49,29754.46,NJ,US,0,0,0,0,22,11,1,2020
19735,ECOMMERCE,5.0,MANUAL,17.02,3865.76,CA,US,0,0,0,0,6,11,1,2020
19736,MOTO,46.0,MANUAL,166.88,8220.93,BC,CA,0,0,0,0,17,11,1,2020
19737,OTHER,5.0,CHIP,9.32,448.33,MO,US,1,1,1,0,2,11,1,2020
19738,ECOMMERCE,1.0,CARD_ON_FILE,9.91,6221.63,AR,US,0,0,0,0,23,11,1,2020
19739,ECOMMERCE,14.0,MANUAL,16.83,16237.98,NJ,US,0,0,0,0,17,11,6,2020
19740,OTHER,7.0,CHIP,7.98,27.22,MA,US,1,1,1,0,21,11,6,2020
19741,ECOMMERCE,2.0,MANUAL,20.16,17189.78,FL,US,0,0,0,0,8,11,6,2020
19742,ECOMMERCE,16.0,CARD_ON_FILE,23.75,8674.99,AR,US,0,0,0,0,18,11,6,2020
19743,ECOMMERCE,1.0,CARD_ON_FILE,7.74,13718.07,GA,US,0,0,0,0,1,11,6,2020
19744,ECOMMERCE,4.0,MANUAL,45.91,14041.47,IL,US,0,0,0,0,21,11,6,2020
19745,ECOMMERCE,11.0,CARD_ON_FILE,59.94,1928.11,AR,US,0,0,0,0,16,11,6,2020
19746,ECOMMERCE,2.0,CARD_ON_FILE,25.99,32730.62,GA,US,0,0,0,0,5,11,6,2020
19747,ECOMMERCE,2.0,MANUAL,13.4,14900.82,AR,US,0,0,0,0,11,11,6,2020
19748,ECOMMERCE,2.0,CARD_ON_FILE,25.99,45524.1,GA,US,0,0,0,0,21,11,6,2020
19749,ECOMMERCE,22.0,MANUAL,13.21,4301.51,MA,US,0,0,0,0,14,11,6,2020
19750,ECOMMERCE,9.0,MANUAL,504.0,11137.29,GA,US,0,0,1,0,0,11,6,2020
19751,ECOMMERCE,17.0,CARD_ON_FILE,100.0,1426.61,DC,US,0,0,0,0,18,11,6,2020
19752,ECOMMERCE,3.0,MANUAL,6.23,2476.4,WA,US,0,0,0,0,1,11,6,2020
19753,OTHER,8.0,CHIP,213.89,665.43,TX,US,1,1,0,0,22,11,6,2020
19754,ECOMMERCE,22.0,MANUAL,12.83,9585.42,WA,US,0,0,0,0,17,11,6,2020
19755,ECOMMERCE,2.0,MANUAL,18.35,19680.27,FL,US,0,0,0,0,8,11,6,2020
19756,ECOMMERCE,4.0,MANUAL,25.5,11928.48,AR,US,0,0,0,0,15,11,6,2020
19757,ECOMMERCE,19.0,MANUAL,116.9,16956.85,CA,US,0,0,0,0,19,11,6,2020
19758,ECOMMERCE,2.0,MANUAL,18.64,17034.82,FL,US,0,0,0,0,7,11,6,2020
19759,ECOMMERCE,1.0,CARD_ON_FILE,7.74,13516.83,GA,US,0,0,0,0,15,11,6,2020
19760,ECOMMERCE,6.0,MANUAL,110.57,47592.84,IL,US,0,0,0,0,13,11,6,2020
19761,ECOMMERCE,2.0,MANUAL,16.96,2638.51,FL,US,0,0,0,0,6,11,6,2020
19762,ECOMMERCE,14.0,MANUAL,18.09,16691.89,NJ,US,0,0,0,0,16,11,6,2020
19763,OTHER,14.0,CHIP,162.29,391.94,CT,US,1,1,1,0,20,11,6,2020
19764,OTHER,24.0,CHIP,175.83,238.03,NV,US,1,1,0,0,0,11,6,2020
19765,ECOMMERCE,14.0,CARD_ON_FILE,18.99,7053.82,AR,US,0,0,0,0,21,11,6,2020
19766,ECOMMERCE,6.0,CARD_ON_FILE,15.87,10955.99,GA,US,0,0,0,0,22,11,6,2020
19767,ECOMMERCE,2.0,MANUAL,31.31,2715.16,CA,US,0,0,0,0,10,11,6,2020
19768,ECOMMERCE,15.0,MANUAL,5.21,16947.69,NJ,US,0,0,0,0,2,11,6,2020
19769,OTHER,21.0,CHIP,22.95,79.55,WV,US,1,1,1,0,18,11,6,2020
19770,ECOMMERCE,1.0,CARD_ON_FILE,30.83,7225.41,AR,US,0,0,0,0,22,11,6,2020
19771,ECOMMERCE,16.0,MANUAL,16.35,4037.7,WA,US,0,0,0,0,20,11,6,2020
19772,ECOMMERCE,29.0,MANUAL,52.24,21085.34,AR,US,0,0,0,0,15,11,6,2020
19773,ECOMMERCE,18.0,MANUAL,42.0,53.36,TX,US,0,0,0,0,15,11,6,2020
19774,ECOMMERCE,8.0,MANUAL,14.73,19551.72,NC,US,0,0,0,0,9,11,6,2020
19775,ECOMMERCE,13.0,CARD_ON_FILE,28.11,18058.23,GA,US,0,0,0,0,1,11,6,2020
19776,ECOMMERCE,14.0,MANUAL,16.83,15985.53,NJ,US,0,0,0,0,18,11,6,2020
19777,ECOMMERCE,1.0,MANUAL,18.62,2943.8,FL,US,0,0,0,0,13,11,6,2020
19778,ECOMMERCE,2.0,CARD_ON_FILE,13.96,6287.24,AR,US,0,0,0,0,19,11,6,2020
19779,ECOMMERCE,2.0,MANUAL,10.56,10635.4,AR,US,0,0,0,0,3,11,6,2020
19780,ECOMMERCE,6.0,MANUAL,38.19,49521.74,IL,US,0,0,0,0,3,11,6,2020
19781,ECOMMERCE,2.0,MANUAL,18.67,18491.21,FL,US,0,0,0,0,7,11,6,2020
19782,ECOMMERCE,2.0,MANUAL,18.86,19368.53,FL,US,0,0,0,0,7,11,6,2020
19783,ECOMMERCE,7.0,CARD_ON_FILE,19.3,34206.36,MO,US,0,0,0,0,15,11,6,2020
19784,ECOMMERCE,5.0,CARD_ON_FILE,21.98,38298.44,IN,US,0,0,0,0,14,11,6,2020
19785,ECOMMERCE,5.0,MANUAL,11.53,49208.42,IL,US,0,0,0,0,2,11,6,2020
19786,ECOMMERCE,16.0,MANUAL,35.9,16006.87,NY,US,0,0,0,0,23,11,6,2020
19787,ECOMMERCE,16.0,MANUAL,19.08,18534.4,CA,US,0,0,0,0,20,11,6,2020
19788,ECOMMERCE,24.0,MANUAL,20.93,22973.67,AR,US,0,0,0,0,16,11,6,2020
